event number,video,camera,year,month,day,hour,actor,receiver,behavior,h.start,min.start,sec.start,duration,observer,which body part most SOCIALLY groomed?,which body part is groomed in the next SELF-grooming event,SELF-grooming is licking or scratching?,"Is the self-groomer the same bat as the social groomer? (yes,no,unsure(u))",comments
3721,CH02_2019-07-22_04_59_00_05_07_23,2,2019,7,22,500,addldd,bs,g,5,6,35,43,,,,,,
3722,CH02_2019-07-22_05_07_23_05_15_45,2,2019,7,22,500,bxx,bdlx,g,5,7,57,21,,,,,,
3723,CH02_2019-07-22_05_07_23_05_15_45,2,2019,7,22,500,bs,bd,g,5,8,27,35,,,,,,
3724,CH02_2019-07-22_05_07_23_05_15_45,2,2019,7,22,500,bd,bs,g,5,8,30,13,,,,,,
3725,CH02_2019-07-22_05_07_23_05_15_45,2,2019,7,22,500,clw,cdw,g,5,8,41,25,,,,,,
3726,CH02_2019-07-22_05_07_23_05_15_45,2,2019,7,22,500,cdw,clw,g,5,8,41,25,,,,,,
3727,CH02_2019-07-22_05_07_23_05_15_45,2,2019,7,22,500,clw,bs,g,5,9,6,41,,,,,,
3728,CH02_2019-07-22_05_07_23_05_15_45,2,2019,7,22,500,bs,clw,g,5,9,7,52,,,,,,
3729,CH02_2019-07-22_05_15_45_05_24_07,2,2019,7,22,500,bscs,bd,g,5,18,38,141,,,,,,
3730,CH02_2019-07-22_05_15_45_05_24_07,2,2019,7,22,500,bd,bscs,g,5,20,42,15,,,,,,
3731,CH02_2019-07-22_05_15_45_05_24_07,2,2019,7,22,500,bs,adld,g,5,20,29,196,,,,,,
3732,CH02_2019-07-22_05_15_45_05_24_07,2,2019,7,22,500,adld,bs,g,5,20,30,195,,,,,,
3733,CH02_2019-07-22_05_15_45_05_24_07,2,2019,7,22,500,bs,addldd,g,5,23,46,21,,,,,,
3734,CH02_2019-07-22_05_15_45_05_24_07,2,2019,7,22,500,addldd,bs,g,5,23,54,7,,,,,,
3735,CH02_2019-07-22_05_24_07_05_32_29,2,2019,7,22,500,bs,addldd,g,5,24,7,22,,,,,,
3736,CH02_2019-07-22_05_24_07_05_32_29,2,2019,7,22,500,ax,bd,g,5,24,19,35,,,,,,
3737,CH02_2019-07-22_05_24_07_05_32_29,2,2019,7,22,500,bd,ax,g,5,23,20,94,,,,,,
3738,CH02_2019-07-22_05_24_07_05_32_29,2,2019,7,22,500,bs,blx,g,5,24,40,22,,,,,,
3739,CH02_2019-07-22_05_24_07_05_32_29,2,2019,7,22,500,blx,bs,g,5,24,41,7,,,,,,
3740,CH02_2019-07-22_05_32_29_05_40_52,2,2019,7,22,500,bs,ax,g,5,33,52,9,,,,,,
3741,CH02_2019-07-22_05_32_29_05_40_52,2,2019,7,22,500,bscs,bes,g,5,34,39,77,,,,,,
3742,CH02_2019-07-22_05_32_29_05_40_52,2,2019,7,22,500,bes,bscs,g,5,34,40,76,,,,,,
3743,CH02_2019-07-22_05_32_29_05_40_52,2,2019,7,22,500,bscs,bes,g,5,36,4,101,,,,,,
3744,CH02_2019-07-22_05_32_29_05_40_52,2,2019,7,22,500,bes,bscs,g,5,36,4,92,,,,,,
3745,CH02_2019-07-22_05_32_29_05_40_52,2,2019,7,22,500,clw,blx,g,5,37,34,13,,,,,,
3746,CH02_2019-07-22_05_32_29_05_40_52,2,2019,7,22,500,blx,clw,g,5,37,36,11,,,,,,
3747,CH02_2019-07-22_05_32_29_05_40_52,2,2019,7,22,500,bscs,bes,g,5,37,57,7,,,,,,
3748,CH02_2019-07-22_05_32_29_05_40_52,2,2019,7,22,500,bes,bscs,g,5,37,55,9,,,,,,
3749,CH02_2019-07-22_05_32_29_05_40_52,2,2019,7,22,500,clw,bes,g,5,38,25,7,,,,,,
3750,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,ax,pup,g,5,41,15,15,,,,,,
3751,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,bscs,bd,g,5,41,29,35,,,,,,
3752,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,bd,bscs,g,5,41,31,33,,,,,,
3753,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,ax,bd,g,5,42,4,70,,,,,,
3754,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,bd,ax,g,5,42,4,67,,,,,,
3755,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,bes,bdlx,g,5,42,51,18,,,,,,
3756,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,bdlx,bes,g,5,43,0,9,,,,,,
3757,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,bd,ax,g,5,43,22,6,,,,,,
3758,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,ax,pup,g,5,43,35,57,,,,,,
3759,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,bxx,ax,g,5,46,43,55,,,,,,
3760,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,ax,bxx,g,5,46,45,53,,,,,,
3761,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,ax,pup,m,5,47,58,76,,,,,,
3762,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,bd,addldd,g,5,48,8,38,,,,,,
3763,CH02_2019-07-22_05_40_52_05_49_14,2,2019,7,22,500,addldd,bd,g,5,48,10,36,,,,,,
3764,CH02_2019-07-22_05_49_14_05_57_36,2,2019,7,22,500,bd,cfd,g,5,49,25,5,,,,,,
3765,CH02_2019-07-22_05_49_14_05_57_36,2,2019,7,22,500,adld,clw,g,5,50,22,43,,,,,,
3766,CH02_2019-07-22_05_49_14_05_57_36,2,2019,7,22,500,clw,adld,g,5,50,24,28,,,,,,
3767,CH02_2019-07-22_05_49_14_05_57_36,2,2019,7,22,500,adld,bxdlx,g,5,51,5,7,,,,,,
3768,CH02_2019-07-22_05_49_14_05_57_36,2,2019,7,22,500,bxdlx,adld,g,5,51,5,7,,,,,,
3769,CH02_2019-07-22_05_49_14_05_57_36,2,2019,7,22,500,adld,clw,g,5,51,12,61,,,,,,
3770,CH02_2019-07-22_05_49_14_05_57_36,2,2019,7,22,500,cfd,ax,g,5,51,12,10,,,,,,
3771,CH02_2019-07-22_05_49_14_05_57_36,2,2019,7,22,500,ax,cfd,g,5,51,13,9,,,,,,
3772,CH02_2019-07-22_05_49_14_05_57_36,2,2019,7,22,500,clw,adld,g,5,51,16,57,,,,,,
3773,CH02_2019-07-22_05_49_14_05_57_36,2,2019,7,22,500,bxdlx,adld,g,5,51,55,18,,,,,,
3774,CH02_2019-07-22_05_49_14_05_57_36,2,2019,7,22,500,ax,bxx,g,5,56,41,12,,,,,,
3775,CH03_2019-07-22_04_57_03_05_05_25,3,2019,7,22,500,bscs,adld,g,5,3,45,81,,,,,,
3776,CH03_2019-07-22_04_57_03_05_05_25,3,2019,7,22,500,adld,bscs,g,5,3,47,79,,,,,,
3777,CH03_2019-07-22_04_57_03_05_05_25,3,2019,7,22,500,bxdlx,adld,g,5,5,2,6,,,,,,
3778,CH03_2019-07-22_05_13_48_05_22_10,3,2019,7,22,500,cnone,cldw,g,5,20,13,90,,,,,,
3779,CH03_2019-07-22_05_13_48_05_22_10,3,2019,7,22,500,cldw,cnone,g,5,20,17,86,,,,,,
3780,CH03_2019-07-22_05_13_48_05_22_10,3,2019,7,22,500,cnone,cldw,g,5,21,57,13,,,,,,
3781,CH03_2019-07-22_05_13_48_05_22_10,3,2019,7,22,500,cldw,cnone,g,5,21,57,13,,,,,,
3782,CH03_2019-07-22_05_22_10_05_30_32,3,2019,7,22,500,cnone,cldw,g,5,22,10,194,,,,,,
3783,CH03_2019-07-22_05_22_10_05_30_32,3,2019,7,22,500,cldw,cnone,g,5,22,10,194,,,,,,
3784,CH03_2019-07-22_05_38_54_05_47_17,3,2019,7,22,500,cnone,clw,g,5,42,34,31,,,,,,
3785,CH03_2019-07-22_05_38_54_05_47_17,3,2019,7,22,500,clw,cnone,g,5,42,35,30,,,,,,
3786,CH03_2019-07-22_05_47_17_05_55_39,3,2019,7,22,500,cfd,cnone,m,5,47,17,18,,,,,,
3787,CH03_2019-07-22_05_47_17_05_55_39,3,2019,7,22,500,cldw,cnone,g,5,48,57,214,,,,,,
3788,CH03_2019-07-22_05_47_17_05_55_39,3,2019,7,22,500,cnone,cldw,g,5,49,4,207,,,,,,
3789,CH02_2019-07-23_08_59_59__09_01_44.mp4,2,2019,7,23,900,bd,bscs,g,9,0,43,50,,,,,,
3790,CH02_2019-07-23_08_59_59__09_01_44.mp4,2,2019,7,23,900,ax,bscs,g,9,1,15,24,,,,,,
3791,CH02_2019-07-23_09_01_44__09_10_07.mp4,2,2019,7,23,900,bd,bscs,g,9,2,26,14,,,,,,
3792,CH02_2019-07-23_09_01_44__09_10_07.mp4,2,2019,7,23,900,ax,bscs,g,9,2,29,10,,,,,,
3793,CH02_2019-07-23_09_01_44__09_10_07.mp4,2,2019,7,23,900,ax,bd,g,9,4,9,116,,,,,,
3794,CH02_2019-07-23_09_01_44__09_10_07.mp4,2,2019,7,23,900,bd,ax,g,9,4,9,162,,,,,,
3795,CH02_2019-07-23_09_01_44__09_10_07.mp4,2,2019,7,23,900,ax,bd,g,9,6,36,14,,,,,,
3796,CH02_2019-07-23_09_01_44__09_10_07.mp4,2,2019,7,23,900,ax,bey,g,9,7,55,12,,,,,,
3797,CH02_2019-07-23_09_01_44__09_10_07.mp4,2,2019,7,23,900,bey,addldd,g,9,8,44,26,,,,,,
3798,CH02_2019-07-23_09_01_44__09_10_07.mp4,2,2019,7,23,900,ax,clwd,g,9,9,10,9,,,,,,
3799,CH02_2019-07-23_09_01_44__09_10_07.mp4,2,2019,7,23,900,clwd,ax,g,9,9,10,9,,,,,,
3800,CH02_2019-07-23_09_01_44__09_10_07.mp4,2,2019,7,23,900,bs,addldd,g,9,9,30,77,,,,,,
3801,CH02_2019-07-23_09_01_44__09_10_07.mp4,2,2019,7,23,900,addldd,bs,g,9,9,30,80,,,,,,
3802,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,ax,bd,g,9,12,30,15,,,,,,
3803,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,bd,ax,g,9,12,30,15,,,,,,
3804,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,bd,pup,g,9,13,2,15,,,,,,
3805,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,ax,pup,g,9,13,7,6,,,,,,
3806,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,blx,clwd,g,9,13,17,158,,,,,,
3807,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,clwd,blx,g,9,13,17,158,,,,,,
3808,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,ax,bscs,g,9,15,18,37,,,,,,
3809,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,bes,bd,g,9,16,43,12,,,,,,
3810,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,bd,bscs,g,9,16,48,12,,,,,,
3811,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,bd,bscs,g,9,17,8,11,,,,,,
3812,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,bd,bes,g,9,17,42,138,,,,,,
3813,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,bes,bd,g,9,17,42,136,,,,,,
3814,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,bs,blx,g,9,18,26,60,,,,,,
3815,CH02_2019-07-23_09_10_07__09_18_29.mp4,2,2019,7,23,900,blx,bs,g,9,18,26,60,,,,,,
3816,CH02_2019-07-23_09_18_29__09_26_51.mp4,2,2019,7,23,900,bd,bes,g,9,20,8,203,,,,,,
3817,CH02_2019-07-23_09_18_29__09_26_51.mp4,2,2019,7,23,900,bes,bd,g,9,20,8,208,,,,,,
3818,CH02_2019-07-23_09_18_29__09_26_51.mp4,2,2019,7,23,900,bes,bs,g,9,24,5,55,,,,,,
3819,CH02_2019-07-23_09_18_29__09_26_51.mp4,2,2019,7,23,900,bs,bes,g,9,24,5,179,,,,,,
3820,CH02_2019-07-23_09_18_29__09_26_51.mp4,2,2019,7,23,900,bd,add,g,9,24,7,33,,,,,,
3821,CH02_2019-07-23_09_18_29__09_26_51.mp4,2,2019,7,23,900,bes,bd,g,9,25,1,26,,,,,,
3822,CH02_2019-07-23_09_18_29__09_26_51.mp4,2,2019,7,23,900,bes,bs,g,9,25,30,94,,,,,,
3823,CH02_2019-07-23_09_26_51__09_35_13.mp4,2,2019,7,23,900,bs,bscs,g,9,27,27,32,,,,,,
3824,CH02_2019-07-23_09_26_51__09_35_13.mp4,2,2019,7,23,900,ax,bscs,g,9,28,9,12,,,,,,
3825,CH02_2019-07-23_20_04_31__20_12_53.mp4,2,2019,7,23,2000,bs,bscs,g,20,8,10,24,,,,,,
3826,CH02_2019-07-23_20_04_31__20_12_53.mp4,2,2019,7,23,2000,bscs,bs,g,20,8,12,22,,,,,,
3827,CH02_2019-07-23_20_04_31__20_12_53.mp4,2,2019,7,23,2000,bes,bscs,g,20,8,35,425,,,,,,
3828,CH02_2019-07-23_20_04_31__20_12_53.mp4,2,2019,7,23,2000,bscs,bes,g,20,8,35,425,,,,,,
3829,CH02_2019-07-23_20_12_53__20_21_15.mp4,2,2019,7,23,2000,bxdlx,bscs,g,20,15,42,8,,,,,,
3830,CH02_2019-07-23_20_12_53__20_21_15.mp4,2,2019,7,23,2000,bscs,bxdlx,g,20,15,42,8,,,,,,
3831,CH02_2019-07-23_20_12_53__20_21_15.mp4,2,2019,7,23,2000,ax,pup,g,20,15,48,113,,,,,,
3832,CH02_2019-07-23_20_12_53__20_21_15.mp4,2,2019,7,23,2000,bxdlx,bscs,g,20,15,55,21,,,,,,
3833,CH02_2019-07-23_20_12_53__20_21_15.mp4,2,2019,7,23,2000,bes,bs,g,20,16,2,26,,,,,,
3834,CH02_2019-07-23_20_12_53__20_21_15.mp4,2,2019,7,23,2000,bs,bes,g,20,16,2,26,,,,,,
3835,CH02_2019-07-23_20_12_53__20_21_15.mp4,2,2019,7,23,2000,bxdlx,ax,g,20,17,32,335,,,,,,
3836,CH02_2019-07-23_20_12_53__20_21_15.mp4,2,2019,7,23,2000,ax,bxdlx,g,20,17,41,330,,,,,,
3837,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,bs,bscs,g,20,23,18,23,,,,,,
3838,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,bscs,bs,g,20,23,18,33,,,,,,
3839,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,ax,bscs,g,20,24,25,12,,,,,,
3840,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,bscs,ax,g,20,24,28,9,,,,,,
3841,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,bs,bxdlx,g,20,24,34,44,,,,,,
3842,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,bxdlx,bs,g,20,24,34,53,,,,,,
3843,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,bd,bscs,g,20,24,42,25,,,,,,
3844,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,bscs,bd,g,20,24,42,25,,,,,,
3845,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,bd,ax,g,20,25,10,20,,,,,,
3846,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,ax,bd,g,20,25,10,20,,,,,,
3847,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,bs,bxx,g,20,25,26,10,,,,,,
3848,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,bxx,bs,g,20,25,30,9,,,,,,
3849,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,blx,clwd,g,20,25,33,500,,,,,,
3850,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,clwd,blx,g,20,25,33,500,,,,,,
3851,CH02_2019-07-23_20_21_15__20_29_37.mp4,2,2019,7,23,2000,ax,bscs,g,20,27,11,10,,,,,,
3852,CH02_2019-07-23_20_46_22__20_54_44.mp4,2,2019,7,23,2000,blx,bxx,g,20,47,16,6,,,,,,
3853,CH02_2019-07-23_20_46_22__20_54_44.mp4,2,2019,7,23,2000,bxx,blx,g,20,47,16,14,,,,,,
3854,CH02_2019-07-23_20_46_22__20_54_44.mp4,2,2019,7,23,2000,blx,bxx,g,20,47,45,10,,,,,,
3855,CH02_2019-07-23_20_46_22__20_54_44.mp4,2,2019,7,23,2000,bxx,blx,g,20,47,45,10,,,,,,
3856,CH02_2019-07-23_20_46_22__20_54_44.mp4,2,2019,7,23,2000,bes,bd,g,20,49,51,12,,,,,,
3857,CH02_2019-07-23_20_46_22__20_54_44.mp4,2,2019,7,23,2000,bd,bes,g,20,49,51,5,,,,,,
3858,CH02_2019-07-23_21_03_07__21_11_29.mp4,2,2019,7,23,2100,ax,bd,g,21,3,32,8,,,,,,
3859,CH02_2019-07-23_21_03_07__21_11_29.mp4,2,2019,7,23,2100,bd,ax,g,21,3,32,8,,,,,,
3860,CH02_2019-07-23_21_03_07__21_11_29.mp4,2,2019,7,23,2100,ax,bscs,g,21,3,46,10,,,,,,
3861,CH02_2019-07-23_21_03_07__21_11_29.mp4,2,2019,7,23,2100,bd,pup,g,21,3,46,30,,,,,,
3862,CH02_2019-07-23_21_03_07__21_11_29.mp4,2,2019,7,23,2100,ax,addldd,g,21,3,56,8,,,,,,
3863,CH02_2019-07-23_21_03_07__21_11_29.mp4,2,2019,7,23,2100,addldd,ax,g,21,3,56,8,,,,,,
3864,CH02_2019-07-23_21_03_07__21_11_29.mp4,2,2019,7,23,2100,bd,pup,g,21,4,51,6,,,,,,
3865,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,bs,ax,g,21,21,15,25,,,,,,
3866,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,ax,pup,g,21,21,38,56,,,,,,
3867,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,bxdlx,bs,g,21,22,7,8,,,,,,
3868,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,bs,bxdlx,g,21,22,7,8,,,,,,
3869,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,ax,pup,g,21,23,46,8,,,,,,
3870,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,bs,bd,g,21,24,1,30,,,,,,
3871,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,bd,bs,g,21,24,2,29,,,,,,
3872,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,ax,pup,g,21,24,4,37,,,,,,
3873,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,bd,bxdlx,g,21,24,37,8,,,,,,
3874,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,bxdlx,bd,g,21,24,37,8,,,,,,
3875,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,bs,bd,g,21,24,55,87,,,,,,
3876,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,ax,pup,g,21,25,0,86,,,,,,
3877,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,bd,bs,g,21,25,20,37,,,,,,
3878,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,ax,pup,g,21,26,39,334,,,,,,
3879,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,bs,add,g,21,26,40,110,,,,,,
3880,CH02_2019-07-23_21_19_51__21_28_13.mp4,2,2019,7,23,2100,add,bs,g,21,26,47,103,,,,,,
3881,CH02_2019-07-23_21_28_13__21_36_36.mp4,2,2019,7,23,2100,clwd,blx,g,21,30,0,29,,,,,,
3882,CH02_2019-07-23_21_28_13__21_36_36.mp4,2,2019,7,23,2100,blx,clwd,g,21,30,7,22,,,,,,
3883,CH02_2019-07-23_21_36_36__21_44_58.mp4,2,2019,7,23,2100,bs,ax,g,21,42,32,90,,,,,,
3884,CH02_2019-07-23_21_36_36__21_44_58.mp4,2,2019,7,23,2100,ax,bs,g,21,42,32,90,,,,,,
3885,CH02_2019-07-23_21_36_36__21_44_58.mp4,2,2019,7,23,2100,ax,bd,g,21,44,28,127,,,,,,
3886,CH02_2019-07-23_21_36_36__21_44_58.mp4,2,2019,7,23,2100,bd,ax,g,21,44,32,123,,,,,,
3887,CH02_2019-07-23_21_44_58__21_53_20.mp4,2,2019,7,23,2100,addldd,pup,g,21,47,4,18,,,,,,
3888,CH02_2019-07-23_21_44_58__21_53_20.mp4,2,2019,7,23,2100,addldd,pup,g,21,47,28,15,,,,,,
3889,CH02_2019-07-23_21_44_58__21_53_20.mp4,2,2019,7,23,2100,addldd,pup,g,21,47,52,10,,,,,,
3890,CH02_2019-07-23_21_44_58__21_53_20.mp4,2,2019,7,23,2100,ax,bscs,g,21,51,17,7,,,,,,
3891,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,clw,bes,g,19,36,40,5,,,,,,
3892,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,addldd,ax,g,19,37,30,114,,,,,,
3893,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,ax,addldd,g,19,37,31,113,,,,,,
3894,CH02_2019-07-23_19_39_24_19_47_46,2,2019,7,23,1900,addldd,ax,g,19,39,24,48,,,,,,
3895,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,ax,addldd,g,19,39,24,48,,,,,,
3896,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,bey,addldd,g,19,40,51,12,,,,,,
3897,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,addldd,bey,g,19,40,52,11,,,,,,
3898,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,bey,bxdlx,g,19,41,45,27,,,,,,
3899,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,bxdlx,bey,g,19,41,46,173,,,,,,
3900,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,bey,bxdlx,g,19,42,25,12,,,,,,
3901,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,bey,bxdlx,g,19,43,0,12,,,,,,
3902,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,bey,bxdlx,g,19,43,46,7,,,,,,
3903,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,bey,bxdlx,g,19,44,3,36,,,,,,
3904,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,bxdlx,ax,g,19,44,39,9,,,,,,
3905,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,ax,bey,g,19,44,47,15,,,,,,
3906,CH02_2019-07-23_19_31_01_19_39_24,2,2019,7,23,1900,bey,ax,g,19,44,48,14,,,,,,
3907,CH02_2019-07-23_19_47_46_19_56_08,2,2019,7,23,1900,bey,addld,g,19,49,47,7,,,,,,
3908,CH02_2019-07-23_19_47_46_19_56_08,2,2019,7,23,1900,bey,addld,g,19,52,12,11,,,,,,
3909,CH02_2019-07-23_19_56_08_20_04_30,2,2019,7,23,1900,bey,bscs,g,19,58,33,14,,,,,,
3910,CH02_2019-07-23_19_56_08_20_04_30,2,2019,7,23,1900,ax,bscs,g,19,58,41,16,,,,,,
3911,CH02_2019-07-24_08_59_58__09_05_52.mp4,2,2019,7,24,900,bscs,bes,g,9,1,25,13,,,,,,
3912,CH02_2019-07-24_08_59_58__09_05_52.mp4,2,2019,7,24,900,ax,bdlx,g,9,1,42,11,,,,,,
3913,CH02_2019-07-24_08_59_58__09_05_52.mp4,2,2019,7,24,900,ax,bdlx,g,9,2,0,39,,,,,,
3914,CH02_2019-07-24_08_59_58__09_05_52.mp4,2,2019,7,24,900,bdlx,ax,g,9,2,14,5,,,,,,
3915,CH02_2019-07-24_08_59_58__09_05_52.mp4,2,2019,7,24,900,bd,ad,g,9,3,0,17,,,,,,
3916,CH02_2019-07-24_08_59_58__09_05_52.mp4,2,2019,7,24,900,bd,bdlx,g,9,3,50,92,,,,,,
3917,CH02_2019-07-24_08_59_58__09_05_52.mp4,2,2019,7,24,900,bdlx,bd,g,9,3,50,75,,,,,,
3918,CH02_2019-07-24_08_59_58__09_05_52.mp4,2,2019,7,24,900,ax,bdlx,g,9,4,34,30,,,,,,
3919,CH02_2019-07-24_08_59_58__09_05_52.mp4,2,2019,7,24,900,ax,bd,g,9,5,10,5,,,,,,
3920,CH02_2019-07-24_08_59_58__09_05_52.mp4,2,2019,7,24,900,bscs,bes,g,9,5,9,18,,,,,,
3921,CH02_2019-07-24_08_59_58__09_05_52.mp4,2,2019,7,24,900,bes,bscs,g,9,5,15,7,,,,,,
3922,CH02_2019-07-24_08_59_58__09_05_52.mp4,2,2019,7,24,900,bscs,bes,g,9,5,40,95,,,,,,
3923,CH02_2019-07-24_08_59_58__09_05_52.mp4,2,2019,7,24,900,bes,bscs,g,9,5,40,25,,,,,,
3924,CH02_2019-07-24_09_05_52__09_14_14.mp4,2,2019,7,24,900,bes,bscs,g,9,6,57,14,,,,,,
3925,CH02_2019-07-24_09_05_52__09_14_14.mp4,2,2019,7,24,900,bscs,bes,g,9,7,22,18,,,,,,
3926,CH02_2019-07-24_09_05_52__09_14_14.mp4,2,2019,7,24,900,bes,bscs,g,9,7,25,15,,,,,,
3927,CH02_2019-07-24_09_05_52__09_14_14.mp4,2,2019,7,24,900,bscs,bd,g,9,7,54,315,,,,,,
3928,CH02_2019-07-24_09_05_52__09_14_14.mp4,2,2019,7,24,900,bd,bscs,g,9,7,54,314,,,,,,
3929,CH02_2019-07-24_09_14_14__09_22_37.mp4,2,2019,7,24,900,ax,bdlx,g,9,15,19,70,,,,,,
3930,CH02_2019-07-24_09_14_14__09_22_37.mp4,2,2019,7,24,900,bdlx,ax,g,9,15,22,58,,,,,,
3931,CH02_2019-07-24_09_14_14__09_22_37.mp4,2,2019,7,24,900,bs,bd,g,9,15,32,276,,,,,,
3932,CH02_2019-07-24_09_14_14__09_22_37.mp4,2,2019,7,24,900,bd,bs,g,9,16,6,242,,,,,,
3933,CH02_2019-07-24_09_22_37__09_30_59.mp4,2,2019,7,24,900,addldd,bs,g,9,24,13,255,,,,,,
3934,CH02_2019-07-24_09_22_37__09_30_59.mp4,2,2019,7,24,900,bs,addldd,g,9,24,13,255,,,,,,
3935,CH02_2019-07-24_09_22_37__09_30_59.mp4,2,2019,7,24,900,bxx,bdlx,g,9,28,43,13,,,,,,
3936,CH02_2019-07-24_09_22_37__09_30_59.mp4,2,2019,7,24,900,bdlx,bxx,m,9,28,56,15,,,,,,
3937,CH02_2019-07-24_09_22_37__09_30_59.mp4,2,2019,7,24,900,bxx,bdlx,g,9,29,11,11,,,,,,
3938,CH02_2019-07-24_09_22_37__09_30_59.mp4,2,2019,7,24,900,bxx,bd,g,9,30,41,209,,,,,,
3939,CH02_2019-07-24_09_22_37__09_30_59.mp4,2,2019,7,24,900,bd,bxx,g,9,30,41,209,,,,,,
3940,CH02_2019-07-24_04_00_18__04_08_41.mp4,2,2019,7,24,400,ax,pup,g,4,1,9,14,,,,,,
